gene_orf	gene_symbol
DMEL_CG11331	Spn27A
DMEL_CG6506	CG6506
DMEL_CG3069	Taf10b
DMEL_CG7508	ato
DMEL_CG9615	tex
DMEL_CG32528	parvin
DMEL_CG10504	Ilk
DMEL_CG9351	flfl
DMEL_CG3637	Cortactin
DMEL_CG9786	hb
DMEL_CG9373	rump
DMEL_CG12950	CG12950
DMEL_CG10152	beat-IV
DMEL_CG16908	CG16908
DMEL_CG42250	lqfR
DMEL_CG33208	Mical
DMEL_CG11081	PlexA
DMEL_CG6538	TfIIFbeta
DMEL_CG10281	TfIIFalpha
DMEL_CG6535	tefu
DMEL_CG17184	Arfip
DMEL_CG8156	Arf51F
DMEL_CG42317	Csk
DMEL_CG6946	glo
DMEL_CG31361	dpr17
DMEL_CG10095	dpr15
DMEL_CG14390	beat-Vc
DMEL_CG34114	CG34114
DMEL_CG10134	beat-Va
DMEL_CG31298	beat-Vb
DMEL_CG12358	Paip2
DMEL_CG4920	ea
DMEL_CG9764	yrt
DMEL_CG9374	lkb1
DMEL_CG4083	Mo25
DMEL_CG3143	foxo
DMEL_CG8489	soti
DMEL_CG7223	htl
DMEL_CR33925	snRNA:7SK
DMEL_CG5094	Sgt
DMEL_CG1825	Map60
DMEL_CG7928	CG7928
DMEL_CG4399	east
DMEL_CG6134	spz
DMEL_CG33547	Rim
DMEL_CG17888	Pdp1
DMEL_CG6993	ss
DMEL_CG18647	bin
DMEL_CG9610	Poxm
DMEL_CG7902	bap
DMEL_CG6534	slou
DMEL_CG10250	nau
DMEL_CG1322	zfh1
DMEL_CG5208	Patr-1
DMEL_CG4279	LSm1
DMEL_CG5201	Dad
DMEL_CG31190	Dscam3
DMEL_CG2261	CstF-50
DMEL_CG31132	BRWD3
DMEL_CG5269	vib
DMEL_CG31040	Cog7
DMEL_CG34157	Dys
DMEL_CG18250	Dg
DMEL_CG11958	Cnx99A
DMEL_CG5289	Rpt2
DMEL_CG4058	Nep4
DMEL_CG3534	CG3534
DMEL_CG17838	Syp
DMEL_CG3421	RhoGAP93B
DMEL_CG10824	CG10824
DMEL_CG8487	garz
DMEL_CG17420	RpL15
DMEL_CG7847	sr
DMEL_CG7070	PyK
DMEL_CG1976	RhoGAP100F
DMEL_CG16757	Spn
DMEL_CG1618	comt
DMEL_CG5489	Atg7
DMEL_CG1871	e(r)
DMEL_CG10379	mbc
DMEL_CG10192	eIF4G2
DMEL_CG5212	Pli
DMEL_CG5915	Rab7
DMEL_CG6613	CG6613
DMEL_CG12132	c11.1
DMEL_CG1451	Apc
DMEL_CG31357	CG31357
DMEL_CG3295	CG3295
DMEL_CG3529	CG3529
DMEL_CG7600	CG7600
DMEL_CG17769	Acam
DMEL_CG11546	kermit
DMEL_CG17064	mars
DMEL_CG15667	Sara
DMEL_CG40351	Set1
DMEL_CG5585	Rbbp5
DMEL_CG11820	PQBP1
DMEL_CG11849	dan
DMEL_CG30170	bgcn
DMEL_CG31092	LpR2
DMEL_CG15828	Apoltp
DMEL_CG17367	Lnk
DMEL_CG8333	E(spl)mgamma-HLH
DMEL_CG14548	E(spl)mbeta-HLH
DMEL_CG8361	E(spl)m7-HLH
DMEL_CG42351	Jabba
DMEL_CG11516	Ptp99A
DMEL_CG17282	Bdbt
DMEL_CG9900	Zw10
DMEL_CG18729	Zwilch
DMEL_CG11093	fuss
DMEL_CG2210	awd
DMEL_CG7398	Trn
DMEL_CG18069	CaMKII
DMEL_CG6446	Sema-1b
DMEL_CG13425	bl
DMEL_CG5588	Mtl
DMEL_CG5580	sbb
DMEL_CG11495	rasp
DMEL_CG10939	Sip1
DMEL_CG12363	Dlc90F
DMEL_CG32562	xmas-2
DMEL_CG2019	disp
DMEL_CG5912	arr
DMEL_CG3915	Drl-2
DMEL_CG3129	Rab18
DMEL_CG12001	spartin
DMEL_CG8449	CG8449
DMEL_CR32867	snRNA:U6:96Ab
DMEL_CR32879	snRNA:U4:38AB
DMEL_CG17342	Lk6
DMEL_CG11989	vnc
DMEL_CG1214	ru
DMEL_CG17697	fz
DMEL_CG9748	bel
DMEL_CG18743	Hsp70Ab
DMEL_CG31449	Hsp70Ba
DMEL_CG31366	Hsp70Aa
DMEL_CG31359	Hsp70Bb
DMEL_CG6489	Hsp70Bc
DMEL_CG5834	Hsp70Bbb
DMEL_CG3060	mr
DMEL_CG34440	lmgA
DMEL_CG6513	endos
DMEL_CG6235	tws
DMEL_CG8201	par-1
DMEL_CG11648	Abd-B
DMEL_CG31000	heph
DMEL_CG32570	TwdlY
DMEL_CG14643	TwdlG
DMEL_CG14640	TwdlV
DMEL_CG4060	TwdlW
DMEL_CG6478	TwdlB
DMEL_CG30085	Rif1
DMEL_CG34385	dpr12
DMEL_CG34391	CG34391
DMEL_CG6632	Ing3
DMEL_CG9207	Gas41
DMEL_CG7776	E(Pc)
DMEL_CG7626	Spt5
DMEL_CG12372	spt4
DMEL_CG44890	Tgs1
DMEL_CG42508	CG42508
DMEL_CG42636	Gyc76C
FKSG12	SFRP2
UNQ2508/PRO5996	RMND5B
HCG_27366	UNC119B
CGI-82	RDH11
RP11-9M16.1	DFNB31
SPAC14C4.08	mug5
SPBC1347.12	arp1
SPBC646.17C	dic1
SPBC336.09C	rrn7
SPAC16E8.16	sua7
SPBP22H7.03	SPBP22H7.03
SPBC19G7.05C	bgs1
SPBC23G7.08C	rga7
SPBC1198.11C	reb1
SPCC1259.03	rpa12
SPAC15A10.08	ain1
SPAC18G6.09C	SPAC18G6.09c
SPBC106.19	SPBC106.19
SPAPB1E7.11C	SPAPB1E7.11c
SPBC1271.15C	SPBC1271.15c
SPAC6F12.17	rna14
SPCC584.02	cuf2
SPBC32H8.11	mei4
SPAC25G10.07C	cut7
SPBC1778.05C	SPBC1778.05c
RP23-55C8.1	Epb4.1l1
SPCC16C4.14C	sfc4
SPAC25H1.03	atg101
SPAC4F10.07C	atg13
SPAC23C11.11	cka1
SPAC1851.03	ckb1
SPAC22F3.12C	rgs1
SPBP23A10.10	ppk32
YMR018W	YMR018W
YIR031C	DAL7
SNR45	snR45
YNL077W	APJ1
RP23-113P22.1	Ago1
RP23-266F3.4	Caprin1
RP23-422L16.5	Fxr2
YDR343C	HXT6
RP23-242K15.3	Atad3a
RP23-35N5.1	Aifm1
RP23-480B19.11-001	Hist1h2bb
YMR208W	ERG12
SNR19	snR19
SNR10	snR10
RP23-118A2.3	Spata2
RP11-104M22.2	LPAR1
YBR227C	MCX1
B1000	cbpA
YJL197W	UBP12
C2_01110C_A	BCY1
C1_10220C_A	TPK1
RP23-17P12.3	Ak1
RP23-77A2.1	Dstn
RP23-171A13.1	Myh7
RP23-241M12.1	Pygb
RP23-378H5.4	Snap47
RP23-69P8.1	Myo1g
C1_00930C_A	SIN3
C5_00070W_A	CDC11
C1_02230W_A	SEP7
C1_04210C_A	CDC3
C1_03210C_A	CDC12
CR_04570C_A	CDC10
YPL100W	ATG21
HHV6GP011	U14
C5_01320W_A	SNF1
C3_06070C_A	PBS2
C2_03330C_A	HOG1
YEL040W	UTR2
YJL134W	LCB3
YHR120W	MSH1
YEL038W	UTR4
YHR070W	TRM5
YMR161W	HLJ1
YNL217W	YNL217W
YNL129W	NRK1
YJR130C	STR2
YDL198C	GGC1
YCR008W	SAT4
YDL180W	YDL180W
YKR051W	YKR051W
YOL019W	YOL019W
YDL046W	NPC2
YOL158C	ENB1
YIR023W	DAL81
YDL141W	BPL1
YDR262W	YDR262W
YMR006C	PLB2
YPL076W	GPI2
YGL196W	DSD1
YGL050W	TYW3
YNL111C	CYB5
YML052W	SUR7
YDR035W	ARO3
YMR126C	DLT1
YPR009W	SUT2
YGL101W	YGL101W
YDR034C	LYS14
YML081W	TDA9
YDR351W	SBE2
YIL158W	AIM20
YDR504C	SPG3
YOR079C	ATX2
YJR054W	KCH1
YBL063W	KIP1
YBR049C	REB1
YOL116W	MSN1
YML113W	DAT1
YNL065W	AQR1
YDR336W	YDR336W
YDR528W	HLR1
YDR281C	PHM6
YER069W	ARG5,6
YOL011W	PLB3
YBL020W	RFT1
YJL051W	IRC8
YOL049W	GSH2
YBR029C	CDS1
YHL038C	CBP2
YLR214W	FRE1
YDR512C	EMI1
YKR089C	TGL4
YMR110C	HFD1
YJR085C	YJR085C
YJL094C	KHA1
YFR055W	IRC7
YLR426W	TDA5
YER004W	FMP52
YLL038C	ENT4
YBR104W	YMC2
YJL129C	TRK1
YBR016W	YBR016W
YML018C	YML018C
YBR276C	PPS1
YKL017C	HCS1
YOR149C	SMP3
YPL225W	YPL225W
YML080W	DUS1
YOR221C	MCT1
YOL020W	TAT2
YDR184C	ATC1
YPR139C	LOA1
YGL256W	ADH4
YHR046C	INM1
YOR037W	CYC2
YBR269C	SDH8
YDR350C	ATP22
YEL007W	MIT1
YGL065C	ALG2
YJL174W	KRE9
YCL004W	PGS1
YDR332W	IRC3
YKL096W	CWP1
YPL163C	SVS1
YHR003C	TCD1
YGR007W	ECT1
YLR219W	MSC3
YPR147C	YPR147C
YFL025C	BST1
YBR265W	TSC10
YMR211W	DML1
YNR066C	YNR066C
YOL007C	CSI2
YIL164C	NIT1
YLR114C	AVL9
YDR210W	YDR210W
YOR137C	SIA1
YHR199C	AIM46
YLR266C	PDR8
YFL001W	DEG1
YMR019W	STB4
YFR005C	SAD1
YMR177W	MMT1
YLR412W	BER1
YBR238C	YBR238C
YGR101W	PCP1
YPL039W	YPL039W
YKR045C	YKR045C
YFL046W	FMP32
YKR074W	AIM29
YOR337W	TEA1
YER037W	PHM8
YML116W	ATR1
YPL072W	UBP16
YOR202W	HIS3
YDL234C	GYP7
YKR044W	UIP5
YMR016C	SOK2
YLR459W	GAB1
YDR370C	DXO1
YPR065W	ROX1
YMR281W	GPI12
YOR311C	DGK1
YGL023C	PIB2
YOR306C	MCH5
YDR524C	AGE1
YGR127W	YGR127W
YDL211C	YDL211C
YJR111C	YJR111C
YKR011C	YKR011C
YNL274C	GOR1
YDR287W	INM2
YIL119C	RPI1
YER034W	YER034W
YNL180C	RHO5
YOR226C	ISU2
YCL002C	YCL002C
YFR045W	YFR045W
YJL181W	YJL181W
YNL146W	YNL146W
YGR046W	TAM41
YER150W	SPI1
YMR009W	ADI1
YGL166W	CUP2
YCR014C	POL4
C1_13610C_A	KIS2
YKL176C	LST4
RP3-355L5.1	PREP
YBR028C	YPK3
RP11-163M19.1	FAM35A
YDR161W	YDR161W
HSPC055	ZC3H7A
UNQ1725/PRO9925	GPNMB
RP11-398K22.2	MB21D1
PP6345	PDLIM2
YDR083W	RRP8
RP23-118A2.5	Snai1
YNL138W-A	YSF3
RP23-312D15.1	Zmym3
C7_03920C_A	RPP1B
CR_08360C_A	RPP2A
CR_00050W_A	INO2
C2_03840C_A	INO4
C5_01820W_A	STI1
C4_06820C_A	CZF1
C6_04350C_A	FLO8
B1817	manX
HHV8GK18_GP27	ORF24
RP11-147L20.2	HTR2A
RP4-534K7.3	DLEU2
YNL074C	MLF3
RP23-240F13.1	Ubqln2
YJR151C	DAN4
YDR039C	ENA2
YAR050W	FLO1
YHR211W	FLO5
YER134C	YER134C
YKL046C	DCW1
YDR038C	ENA5
RP11-356B19.7	SLC2A8
B2530	iscS
B3895	fdhD
AT1G66410	CAM4
AT5G43940	HOT5
YDR341C	YDR341C
YKR018C	YKR018C
RP23-467J12.3	Tubd1
RP24-532J13.1	Mylk
YGRCTY1-2	YGRCTy1-2
C1_13700W_A	ACT1
CR_04190W_A	SRV2
CR_06420W_A	PPZ1
C3_05970C_A	C3_05970C_A
CR_00980C_A	CR_00980C_A
HHV3_GP71	ORF63
C1_13480W_A	HSP70
C1_04300C_A	SSA2
YPR109W	YPR109W
RP11-316M1.5	FAM63A
HHV1GP024	UL17
HHV1GP067	UL47
BOS_7886	CLTB
YDL121C	YDL121C
YKL077W	YKL077W
YKL063C	YKL063C
YER001W	MNN1
YKL039W	PTM1
YEL042W	GDA1
YOR228C	MCP1
RP23-199A2.2	Srsf1
RP23-384C18.4	Prpf8
RP23-13O17.1	Eif4a3
RP23-273G23.1	Ssb
RP23-374O4.1	Hnrnpa3
RP23-121P11.1	Hnrnph1
RP23-268N22.2	Birc5
CR_06050W_A	CDC28
C1_00780C_A	HGC1
C1_12970C_A	SEC2
C3_07000W_A	RPD31
C3_05000W_A	RDI1
C1_08450C_A	CDC42
CR_03800C_A	PPH3
C2_07120W_A	RFA2
C1_02280C_A	PSY2
C3_06910C_A	C3_06910C_A
C7_01840W_A	IQG1
C4_04290W_A	SEC15
CR_02140W_A	RSR1
C4_01410W_A	BEM1
C1_13780W_A	MYO2
C1_11400C_A	GIN4
CR_00320C_A	NAP1
C4_00370W_A	HOF1
SPCC622.08C	hta1
C1_06680W_A	VPS34
C2_04150C_A	VMA7
C1_07890C_A	ADE5,7
C5_01100C_A	CLN3
C2_01640W_A	SLA1
C1_13520C_A	C1_13520C_A
C1_04610W_A	ATP1
C1_04100C_A	POR1
C3_00670C_A	FKH2
C2_02380W_A	POB3
YCR017C	CWH43
YML125C	PGA3
YOR175C	ALE1
C1_00620W_A	MOB2
C5_05260W_A	C5_05260W_A
C5_04520W_A	C5_04520W_A
C5_04730C_A	SSD1
C1_10380C_A	CBK1
C2_09270C_A	SGT1
C7_02030W_A	HSP90
YDR304C	CPR5
YBR149W	ARA1
C1_09530W_A	RAM2
CR_04910W_A	CDC43
C1_02420C_A	GSC1
CR_02860W_A	RHO1
C1_06650W_A	C1_06650W_A
C1_00380C_A	C1_00380C_A
CR_07440W_A	ACE2
C5_02340C_A	CST20
C7_04110W_A	C7_04110W_A
CR_03150W_A	SYS3
YFL014W	HSP12
C2_03930C_A	C2_03930C_A
C2_02100W_A	SNF2
C4_00300C_A	SWI1
RP23-270L8.2	Vrk2
C4_04420W_A	FGR3
C1_10150W_A	WOR1
UNQ236/PRO269	CLEC14A
HSPC270	MSRB1
C1_04520C_A	PHO85
C5_05190W_A	PCL5
YER104W	RTT105
RP23-322L22.2	Klf4
RP1-75N13.2	POF1B
44M2.3	LOC81691
RP5-839B4.5	ANKEF1
PSEC0029	HSD17B11
HHV1GP054	UL36
RP23-172M21.17	Neurl4
DAAP-200B17.3	TRIM40
CELE_Y55D5A.5	daf-2
SP24	EVA1A
DMEL_CG6721	RasGAP1
RP11-787I22.2	SESN1
RP11-203F10.4	PLEKHA6
UNQ599/PRO1185	C19orf80
RP11-188A23.1	SLAIN1
DKEY-72N1.2	usp30
RP23-147D3.7	Celf1
DMEL_CG11886	Slbp
DMEL_CG17569	gry
DMEL_CG6196	Trs33
DMEL_CG10537	Rdl
DMEL_CG1839	Fbxl4
DMEL_CG8922	RpS5a
DMEL_CG18243	Ptp52F
DMEL_CG9819	CanA-14F
DMEL_CG11396	CG11396
DMEL_CG4268	Pitslre
DMEL_CG5202	escl
DMEL_CG8374	dmt
DMEL_CR33353	5SrRNA:CR33353
DMEL_CG12345	Cha
DMEL_CG1433	Atu
DMEL_CG12505	Arc1
DMEL_CG4535	FKBP59
DMEL_CG7734	shn
DMEL_CG5971	Cdc6
DMEL_CG4181	GstD2
DMEL_CG4070	Tis11
DMEL_CG1365	CecA1
DMEL_CG42281	bun
DMEL_CG1098	Madm
DMEL_CG3373	Hmu
DMEL_CG3911	Bet3
DMEL_CG11533	Asator
DMEL_CG4536	iav
DMEL_CG5842	nan
DMEL_CG12701	vfl
DMEL_CG4164	CG4164
DMEL_CG4312	MtnB
DMEL_CG13192	CG13192
DMEL_CG34379	Shroom
DMEL_CG12272	CG12272
DMEL_CG13419	Burs
DMEL_CG15284	Pburs
DMEL_CG3885	Sec3
DMEL_CG9262	Shal
DMEL_CG6623	SIDL
DMEL_CG8367	cg
DMEL_CG5161	Trs20
DMEL_CG1862	Ephrin
DMEL_CG11280	trn
DMEL_CG5520	Gp93
DMEL_CG5954	l(3)mbt
DMEL_CG7496	PGRP-SD
DMEL_CG7831	ncd
DMEL_CG4976	Mes-4
DMEL_CG10084	swm
DMEL_CG8793	l(3)76BDm
DMEL_CG4953	CG4953
DMEL_CG1804	kek6
DMEL_CG43224	Gfrl
DMEL_CG14396	Ret
DMEL_CG33960	Sema-2b
DMEL_CG6095	Exo84
DMEL_CR43033	mir-34
DMEL_CG9841	EfSec
DMEL_CG5978	GAPsec
DMEL_CG12366	O-fut1
DMEL_CG4909	POSH
DMEL_CG40410	Alg-2
DMEL_CG10161	eIF-3p66
DMEL_CG2478	bru
DMEL_CG32498	dnc
DMEL_CG10153	Trs31
DMEL_CG11567	Cpr
DMEL_CG1359	Bet5
DMEL_CG1395	stg
DMEL_CG9537	DLP
DMEL_CG44154	koi
DMEL_CG9842	Pp2B-14D
DMEL_CG7937	C15
DMEL_CG31048	spg
DMEL_CG4357	Ncc69
DMEL_CG1709	Vha100-1
DMEL_CG8250	Alk
DMEL_CG30040	jeb
DMEL_CG31938	Rrp40
DMEL_CG8637	trc
DMEL_CG32045	fry
DMEL_CG1453	Klp10A
DMEL_CG3195	RpL12
DMEL_CG6170	HDAC6
DMEL_CG5203	CHIP
DMEL_CG8938	GstS1
DMEL_CG10203	x16
DMEL_CG7425	eff
DMEL_CG7004	fwd
DMEL_CG43164	CG43164
DMEL_CG31163	SKIP
DMEL_CG9606	Rrp45
DMEL_CG6554	Art1
DMEL_CG7212	cdm
DMEL_CG1389	tor
DMEL_CG2508	Cdc23
DMEL_CG3991	TppII
DMEL_CG12721	CG12721
DMEL_CG3056	ssx
DMEL_CG2199	CG2199
DMEL_CG5008	GNBP3
DMEL_CG42639	PPO1
DMEL_CG11491	br
DMEL_CR43572	scaRNA:MeU5-G38
DMEL_CG4043	Rrp46
DMEL_CG1119	Gnf1
DMEL_CG10382	wrapper
DMEL_CG33133	grau
DMEL_CG8280	Ef1alpha48D
DMEL_CR42900	mir-317
DMEL_CG8928	Rrp47
DMEL_CG10308	CycJ
DMEL_CG12151	Pdp
DMEL_CR42925	mir-184
DMEL_CG14217	Tao
DMEL_CG7225	wbl
DMEL_CG9797	M1BP
DMEL_CG1793	MED26
DMEL_CG31950	CG31950
DMEL_CG14164	CG14164
DMEL_CG9067	CG9067
DMEL_CG12630	tio
DMEL_CG9298	Trs23
DMEL_CG7429	CG7429
DMEL_CG10756	Taf13
DMEL_CG2692	gsb-n
DMEL_CG5809	CaBP1
DMEL_CG7961	alphaCOP
DMEL_CG42230	bbg
DMEL_CG42344	brp
DMEL_CG15811	Rop
DMEL_CG7564	CG7564
DMEL_CG4551	Dyrk2
DMEL_CG42856	Sik3
DMEL_CG12529	Zw
DMEL_CG4700	Sema-2a
DMEL_CG11700	CG11700
DMEL_CG11098	Tango1
DMEL_CG4454	borr
DMEL_CG2941	CG2941
DMEL_CG1378	tll
DMEL_CG9102	bab2
DMEL_CG10952	eag
DMEL_CR42916	mir-92b
DMEL_CG8924	CG8924
DMEL_CG10160	ImpL3
DMEL_CG16742	CG16742
DMEL_CG5486	Ubp64E
DMEL_CG1633	Jafrac1
DMEL_CG6549	fws
DMEL_CG9046	Vm26Ab
DMEL_CG34333	Vml
DMEL_CG32654	Sec16
HPV6BGP1	E6
HPV6BGP2	E7
RP11-54O7.13-009	AGRN
HPV10GP1	E6
MSTP048	WDR41
RP1-224A6.7	WNT4
RP11-472E5.1	MTFR2
RP11-316M21.3	CWF19L1
XX-FW81657B9.2	FAM50A
RP11-307C12.10-003	DCST1
HSPC010	HIGD1A
RP23-32C12.5	Wdtc1
C3_01300C_A	NCE103
RSD9	DYDC1
HCG_1645697	KRTAP2-4
RP13-360B22.1	AMMECR1
UNQ1964/PRO4486	CD99L2
AT5G21274	CAM6
AT2G31970	RAD50
AT5G54260	MRE11
AT5G20810	AT5G20810
AT5G39670	AT5G39670
AT1G74740	CPK30
AT2G23080	AT2G23080
AT1G54610	AT1G54610
AT3G59150	AT3G59150
AT3G50310	MAPKKK20
AT2G46130	WRKY43
AT1G23420	INO
AT5G38860	BIM3
AT5G43650	BHLH92
AT5G04820	OFP13
AT1G53170	ERF8
AT3G25790	AT3G25790
AT3G01970	WRKY45
AT1G70030	AT1G70030
AT3G01140	MYB106
AT4G24470	TIFY1
AT3G18960	AT3G18960
AT3G45150	TCP16
AT2G02540	HB21
AT3G12910	AT3G12910
AT3G49950	AT3G49950
AT3G54350	emb1967
AT2G30340	LBD13
AT5G17300	RVE1
AT1G54220	AT1G54220
AT3G52200	LTA3
RP23-118E21.1	Ube2j2
RP11-181K3.3	NMNAT2
RP11-545E17.7	C9orf114
RP11-48C7.3	DPH7
C4_06980W_A	PRA1
BOS_2904	ARNT
SPAC30D11.06C	hfl1
SPBP8B7.24C	atg8
SPAC644.16	SPAC644.16
SPBC13E7.06	msd1
SPBC32H8.09	SPBC32H8.09
SPAC16E8.08	SPAC16E8.08
SPACUNK4.14	mdb1
SPAC9G1.15C	mzt1
SPAC3H8.05C	mms1
SPCC1393.14	ten1
SPAC688.07C	SPAC688.07c
GS3582	MGARP
SPAC6G10.12C	ace2
RP24-363D14.2	Ybx1
RP23-158L19.4	Ddx3x
RP13-122B23.5	CYSRT1
RP23-387G11.1	Neurod1
PSEC0252	SLC43A3
RP11-145J3.1	EPSTI1
RP11-792P23.2	C10orf67
CELE_F25B5.4	ubq-1
CELE_F13G3.10	F13G3.10
YJR051W	OSM1
RP23-94F11.1	Fbxw11
RCG_38677	Ncan
CGI-43	CCZ1
RP3-496N17.3	RAB23
RP11-229P13.3	CLIC3
RP11-511I2.1	CMPK1
RP23-52L10.1	Rps6ka3
UNQ2529/PRO6028	PANX1
TCAG7.1069	VOPP1
SPBC1703.07	SPBC1703.07
SPAC22A12.16	SPAC22A12.16
SPAC664.03	paf1
RP23-9G13.3	Hoxb2
HPV16GP4	E2
RP11-529E10.4	DOK7
RP23-42F6.1	Itgb4
RP23-462O16.6	Sdc4
UNQ6169/PRO20174	LRRC25
RP23-261D24.2	Pkn3
HSPC163	CNIH4
RP23-157O10.7	Srcin1
RP23-380B14.2	Atp5h
RP23-239O19.3	Rad50
RP23-149D5.3	Mre11a
RP11-588K22.2	GUCY1A3
AC073761.1	Ptprs
RP23-461M2.1	Ptprd
RP11-90L13.1	FMN2
RP23-31K16.2	Lepr
BOS_2771	S100A12
BOS_2009	IDH1
BOS_22867	ALDOA
BOS_6307	ANXA5
BOS_2815	S100A9
RP5-821D11.6	CCDC134
CTB-1144G6.4	AFAP1L2
C3_04860W_A	C3_04860W_A
RP23-326I8.1	Atp6v0d2
RP23-122N18.3	Stx17
RP5-998N21.6	HIST2H3PS2
RP5-884F15.1	SYCP2
AT2G33793	AT2G33793
CELE_F07A5.7	unc-15
YHL001W	RPL14B
YHR040W	BCD1
UNQ287/PRO326/PRO335	LRIG3
SPAP27G11.06C	vas2
C6_00670W_A	CDC14
C1_01670C_A	ESP1
SPAC890.07C	rmt1
SPBC3D6.09	dpb4
SPBC16D10.07C	sir2
SPAC10F6.11C	atg17
SPAC23D3.16	SPAC23D3.16
SPAC27F1.06C	SPAC27F1.06c
SPBC1347.02	fkbp39
SPBC29A10.17	SPBC29A10.17
SPAC222.19	tam1
SPAC10F6.08C	nht10
SPBC29A10.12	SPBC29A10.12
SPAC23C11.02C	rps23
SPCC4G3.11	mug154
SPAC23H3.03C	npr2
SPBC26H8.04C	SPBC26H8.04c
SPCC794.08	efr3
SPAC637.04	SPAC637.04
SPBC19F5.01C	puc1
SPCC16C4.20C	SPCC16C4.20c
SPAC23G3.04	ies4
SPCC1259.04	iec3
SPBC543.04	SPBC543.04
SPCC16C4.22	SPCC16C4.22
SPAC11E3.05	sea3
SPBC2F12.12C	cay1
SPAC144.02	iec1
AB1-143	Ilf2
RP23-58A8.1	Ptpn1
RP23-354D12.3	Pdlim4
RP11-52I12.1	TMEM2
RP3-460J8.1	NDRG3
RP11-89C21.1	USP6NL
PSEC0162	RELL1
UNQ481/PRO944	CLDN1
RP11-24J23.1	ROR1
RP1-94G16.1	DCBLD1
HSPC156	STXBP6
UNQ856/PRO1865	FLRT3
PP791	KIAA0319L
PSEC0094	TMEM87A
MCG_145366	Nav2
RP23-361M19.2	Rreb1
RP23-6M16.3-01	Sfmbt2
RP23-316M14.1	Phf21a
RP23-82M15.2	Ccdc141
HPV16GP7	L2
RP23-132C19.1	Araf
DKEY-102F14.3	bbs2
CH211-159C12.2	bbip1
RP23-455E2.1	Sema6d
RP23-90O18.1	Ntng1
GS1-273L24.5	CMC4
RP11-395P17.4	SLC25A25
PRO0477	TACO1
RP11-98D18.8	TDRKH
UNQ1841/PRO3567	SPCS3
PP3051	EFHD1
RP11-470C13.2	RALGAPA2
RP4-738P15.5	ENTPD6
RP3-435D1.3	HS6ST2
RP11-475E11.6	CLCC1
RP5-1100H13.1	RALGAPB
RP1-198I9.1	FAM135A
RP3-482C21.2	LEMD2
RP11-270C18.1	NBEA
RP11-324J2.1	RSBN1
TCAG7.697	LANCL2
PSEC0061	ALG1
UNQ438/PRO871	CWC27
RP5-1187J4.1	CDK5RAP1
RP1-187J11.2	TRMT11
HT007	TMEM126B
RP11-47A8.2	SFXN2
SPBC4F6.06	kin1
AD025	PLGRKT
C1_02990C_A	XOG1
RP4-784N16.1	C20orf196
RP11-3J11.3	ACTL7A
CGI-13	GPR89B
RP11-10N16.1	IFNLR1
B0032	carA
B2181	yejG
B0042	fixB
B2988	gss
B0048	folA
B1566	flxA
B0088	murD
B0091	murC
B0154	hemL
B2980	glcC
B0172	frr
B2597	raiA
B1108	ycfP
B0291	ecpC
B2584	pka
B0387	yaiI
B0618	citC
B0408	secD
B1713	pheT
B0431	cyoB
B0600	ybdL
B0467	priC
B3357	crp
B2029	gnd
B0928	aspC
B4101	phnG
B3749	rbsA
B3374	frlD
B1421	trg
B3723	bglG
B0470	dnaX
B3361	fic
B2022	hisB
B0838	gstB
B3400	hslR
B3418	malT
B3021	mqsA
B3825	pldB
B3869	glnL
B1156	tfaE
B1836	yebV
B3261	fis
B0473	htpG
B2542	hcaD
B3481	nikR
B3185	rpmA
B2125	yehT
B0146	sfsA
B1324	tpx
B0119	yacL
B0687	seqA
B0779	uvrB
B2028	ugd
B0422	xseB
B2517	rlmN
B0095	ftsZ
B3811	xerC
B0064	araC
B1446	ydcY
B0902	pflA
B2729	hypD
B2990	hybG
B2086	yegS
B0720	gltA
B0099	mutT
B4153	frdB
B4517	gnsA
B0610	rnk
B0889	lrp
B0506	allR
B1658	purR
B1744	astE
B0464	acrR
B0796	ybiH
B0918	kdsB
B1013	rutR
B3783	rho
B0780	ybhK
B0477	gsk
B2369	evgA
B3868	glnG
B3982	nusG
B0599	ybdH
B4502	yeiW
B3386	rpe
B3806	cyaA
B0962	helD
B0640	holA
B0851	nfsA
B2456	eutN
B1176	minC
B0674	asnB
B2248	rhmR
B0037	caiC
B1786	yeaJ
B4081	mdtO
B2012	yeeD
B0684	fldA
B2698	recX
B3409	feoB
B4233	mpl
B0759	galE
B4379	yjjW
B0620	citB
B1831	proQ
B3229	sspA
B0731	mngA
B0794	ybhF
B0041	fixA
B3389	aroB
B0044	fixX
B0882	clpA
B2213	ada
B2496	hda
B3871	typA
B0948	rlmL
B1120	cobB
B0959	sxy
B1390	paaC
B3911	cpxA
B1399	paaX
B3329	gspH
B1827	kdgR
B2755	ygbT
B1968	yedV
B2460	eutQ
B0601	ybdM
B2340	sixA
B4501	torI
B0685	ybfE
B3753	rbsR
B2573	rpoE
B0884	infA
B0853	ybjN
B2646	ypjF
B0775	bioB
B0223	yafJ
B4496	yedS
DDB_G0287953	psmD1
DDB_G0275323	tipD
DDB_G0293752	psmD2
Y55B1AR.1	lec-6
F57F4.3	gfi-1
HHV2GP61	RL2
HHV2GP02	RL2
C4_06050W_A	MED3
C5_05500C_A	CTA24
RP23-24A13.10-001	Notch4
RP23-84C12.15-002	Aspscr1
UNQ2486/PRO5773	CDCP1
CR_04200W_A	YDJ1
